,date,tweet,hashtags
12,2020-05-18 23:50:57,"@sehgalsc_ozone 
The lockdown is an attempt 
To save lives 
Noteworthy to state
It was ozones way of life 
Long before world realise
Ozone stated..because life is precious . So dear doctor accept our hand in xtending this touch of yours in practical as we believe life is precious",[]
13,2020-05-18 23:50:27,I understand with all this lockdown Internet speed is limited but still at least give 1 mbps plus connection speed on 4G @JioCare pic.twitter.com/d6jJBu9x7l,[]
14,2020-05-18 23:50:19,This I agree. TN govts sudden lockdown was the reason for Koyambedu cluster. 🤦🏽‍♂️,[]
15,2020-05-18 23:50:16,"Hlo friends in lockdown take photos and upload on Twitter or insta just for timepass
#timepass #Covid_19 #staysafe #lockdown4guidelines #TheGreat
@manishk8417 pic.twitter.com/TkMCqtoO9T","['#timepass', '#covid_19', '#staysafe', '#lockdown4guidelines', '#thegreat']"
16,2020-05-18 23:50:00,@airtelindia @Airtel_Presence Airtel gone to the dogs! Broadband not working.. Airtel Digital not working.. Customer care not available..& no response to complaint lodged expect a complaint number. Imagine tv not working for oldies at home during lockdown when they cannot go out.,[]
17,2020-05-18 23:49:10,"And thanks to Supreme court, they have further eased down the lockdown.",[]
18,2020-05-18 23:48:46,"Under the leadership of @aimim_national Chief Barrister @asadowaisi Sahab & @imAkbarOwaisi Sahab. 

AIMIM Shaikpet Corporator @MohdRashedFaraz received a call from a group of people. AIMIM Shaikpet Team Mr. Ikrama Reach there and handed over the Ration Kits.
#COVIDー19 #lockdown  pic.twitter.com/kIYNdsdQGe","['#covidー19', '#lockdown']"
19,2020-05-18 23:48:26,"Once more #BJP khergam Taluka team is Rocking, Arrange food package to the Needy, Covering Vad and Debarpada villages with lots of Blessing🙏🙏🙏
#coronavirus
#Lockdown4
#lockdown_heros
@BJP4Gujarat @narendramodi @vijayrupanibjp @CRPaatil @Bjp4Navsari @jitu_vaghani @irvpaswan pic.twitter.com/FYaVbl7w5N – at Khergam","['#bjp', '#coronavirus', '#lockdown4', '#lockdown_heros']"
20,2020-05-18 23:48:02,"India is too big a country with too many people.

People are becoming restless after 50 days of lockdown.

All migrant workers are going back to home state by this weekend

If they carry virus to their villages, india will not be in a position to manage the problem",[]
21,2020-05-18 23:47:26,Beware! Three COYS of Central Industrial security Force (CISF) to be deployed in Mumbai on Tuesday to assist the Mumbai police in enforcing a stricter lockdown,[]
22,2020-05-18 23:46:59,lockdown npud,[]
23,2020-05-18 23:46:54,But what I personally feel is that if lockdown announced earlier then the situation  worsens even more.,[]
24,2020-05-18 23:46:48,Lockdown been extended by 2 more hours just as we thought it was getting better here 😤,[]
25,2020-05-18 23:46:44,"#Lockdown has been extended in Uttar Pradesh till 31st May: State Chief Secretary Rajendra Kumar Tiwari
@CMOfficeUP @myogiadityanath
#COVID19India pic.twitter.com/F6Z4zz5vXm","['#lockdown', '#covid19india']"
26,2020-05-18 23:46:19,"Sir pls give me Aiims whatsapp no.because my 1year child  operation was oct-month in Aiims, last february month was check up date, but dr told me that you come in April month,in lockdown period how can possible go from Bls-Bbsr,old suggest me.  pic.twitter.com/CeQGQpfcPO",[]
27,2020-05-18 23:44:39,Excellent. Others shud follow and give some cash for petty expenses to the migrants and the families suffered during this lockdown. Just giving dry ration will not suffice their daily needs.  https://twitter.com/bbnnewshyd/status/1262388026568847365 …,[]
28,2020-05-18 23:43:58,"COVID situation is horrible in Mumbai. Even with lockdown people are not following rules. 
See this @narendramodi @AmitShah .
#Covid_19india pic.twitter.com/AUT1AHLrup",['#covid_19india']
29,2020-05-18 23:43:38,"@capt_amarinder ,@dcmohali
@PunjabDOHFW
Sir, 
Greetings of the day! 
We r occupational therapist total no is 21.  We r Working in Punjab. We need ur support and blessings in terms of Rs25000/ each for take care of family. Bcz Lockdown we don't have anything.",[]
30,2020-05-18 23:43:24,So you are free in the lockdown! Congratulations  https://twitter.com/petal_gahlot/status/1262408849186648064 …,[]
31,2020-05-18 23:42:13,"There is a big difference between the cases of Tableeghis and Zee. Tableeghis didn’t know they were infected. Zee did. And yet it made self isolation an option. And all this AFTER weeks of lockdown @CPDelhi
#ZeeNewsSealKaro pic.twitter.com/0NDATj189h",['#zeenewssealkaro']
32,2020-05-18 23:41:08,"In this lockdown when power consumption is supposedly reduced to half almost.. what can be the possible reason for this to happen everyday?
How many more sleepless nights??",[]
33,2020-05-18 23:40:25,not at all a mall with 16000 sft...providing employment to 100 people. Though it's lockdown we paid salaries for two months which we couldn't do so any further with no cash flow. We are taking all precautions required for Covid....Kindly make a note about our situation and do the,[]
34,2020-05-18 23:37:34,@CMOMaharashtra @uddhavthackeray @AUThackeray @AslamShaikh_MLA How Will I Get  Space In Mumbai for Doing New Fish Hatchery Business and were I get Loan I am having Degree in Inland Fisheries I am in Total loss in Lockdown as all my fish died. As Honourable CM in Today's Speech.,[]
35,2020-05-18 23:36:14,"@capt_amarinder ,@dcmohali
@MoHFW_INDIA
Sir, 
Greetings of the day! 
We r occupational therapist total no is 21.  We r Working in Punjab. We need ur support and blessings in terms of Rs25000/ each for take care of family. Bcz Lockdown we don't have anything.",[]
36,2020-05-18 23:35:36,"Lockdown 4, All Govt & PvtOffices are fully opened. No public transport except some buses are available. Can be Heavy traffic jam on roads.Pvt offices should have been opened with the plying of Delhi Metro.
#ArvindKejariwal
#Lockdown4
#ABPnews
#aajtak
#MHA
#DelhiPolice","['#arvindkejariwal', '#lockdown4', '#abpnews', '#aajtak', '#mha', '#delhipolice']"
37,2020-05-18 23:35:24,"Surprising. But True! @mymirabhy
@miraroadmumbai @DhirajRMishra21

Playing Cricket @11:30 pm??? 

Lockdown??? 

#MiraBhayanderCoronaUpdates pic.twitter.com/hC7V0NNfDG",['#mirabhayandercoronaupdates']
38,2020-05-18 23:35:05,That's called #lockdown #friendshipgoals 😍 🥳 #Friends2Support #friends @FriendsTV @InStyle @maxfashionindia @Fashionista_com #fashionblogger #fashionnovapartner #FriendsForever #HarryStyle #WatermelonSugar #BanTikTokInIndia #BanTiktok #Lockdown4 #lockdownindia 👫 #rajlifestyle pic.twitter.com/2bXpWlwWtw,"['#lockdown', '#friendshipgoals', '#friends2support', '#friends', '#fashionblogger', '#fashionnovapartner', '#friendsforever', '#harrystyle', '#watermelonsugar', '#bantiktokinindia', '#bantiktok', '#lockdown4', '#lockdownindia', '#rajlifestyle']"
39,2020-05-18 23:34:09,"So many are there as Per Govt. When 550 cases were there, we have strict lockdown, now around 1 lakh cases, trains are running 😃😄  https://twitter.com/ndtv/status/1262393787118235649 …",[]
40,2020-05-18 23:32:21,The “new normal” after the lockdown would be about getting back to the normal!,[]
41,2020-05-18 23:31:29,Dear sir kindly extend 3 months EMI because in Mumbai lockdown,[]
42,2020-05-18 23:30:58,"That smile of full stomach 😍 #lockdown #covid_19 #stayhome #staysafe #stayhealthy #staystrong #loveforever @ Rajkot, Gujarat  https://www.instagram.com/p/CAVqf6Mjy58/?igshid=1ez6x7mhrn1mm …","['#lockdown', '#covid_19', '#stayhome', '#staysafe', '#stayhealthy', '#staystrong', '#loveforever']"
43,2020-05-18 23:30:27,"Any Muslim brothar please help me with my children are nutinge food because of corona lockdown
6207292762",[]
44,2020-05-18 23:28:03,"@Yasmeen01200 help me
6207292762
I have nothing any food for my family because of corona lockdown",[]
45,2020-05-18 23:27:12,Why he was on dharna in lockdown?,[]
46,2020-05-18 23:27:08,"Can we afford to sit back and watch so many of our classmates dropping out of their courses? Act now, before it's too late.
Join Twitter Storm by @tenants_union tomorrow at 2pm demanding rent waiver for students during the period of lockdown.  pic.twitter.com/osiB31VaMA",[]
47,2020-05-18 23:26:36,Lockdown khulwa do bas...,[]
48,2020-05-18 23:25:57,"Here's my Lockdown family photo team.

#FamilyPhoto #Contest
@AMtouristerIN
Tagging,
@Manab_m3
@esha112
@GoswamiEsha
@Lilla_Graffeo
@Im_Monjil pic.twitter.com/ekQs8YtiIC","['#familyphoto', '#contest']"
49,2020-05-18 23:25:35,It takes courage to accept mistakes.This government clearly is and has always been too weak to accept it. Ill planned lockdown was a blunder.They should’ve informed and prepared better. Opening up was inevitable and now one would wonder how did it benefit at all? Deja vu Nov 2016,[]
50,2020-05-18 23:24:26,"Nizam Piya you and your home are that I am missing the most during this lockdown. 
These photos are from 2018, during the #Ramzan.
#RamadanMubarak
@sufimusafir pic.twitter.com/rjaAv1BqSO","['#ramzan', '#ramadanmubarak']"
51,2020-05-18 23:23:07,Lockdown  pic.twitter.com/yIu02bPPXV,[]
52,2020-05-18 23:22:58,That's I say... there is serious lack of advisory in Govt. It was bound to happen. They should have been allowed to go to home states before lockdown. Govt thought of making publicity of lockdown in the initial stage...see the results. Govt is responsible for it.,[]
53,2020-05-18 23:20:59,"Turkey's President Erdogan orders nationwide lockdown over Eid-ul-Fitr. 

 https://mobile.reuters.com/article/amp/idUSKBN22U2HA …",[]
54,2020-05-18 23:19:38,"what's your hard guess on when will the government lift the Lockdown after which people have to be sensible enough to maintain social distancing, using of masks, providing sanitizers and wash stations basically like few other countries?",[]
55,2020-05-18 23:19:10,Sir - what about Indians stuck in other states? My mother is stuck in Mumbai since the beginning of the lockdown and my father is alone in Assam. She is a heart patient and cannot travel on train or bus for 3000 kms - please help  https://twitter.com/HardeepSPuri/status/1262431372104421377 …,[]
56,2020-05-18 23:14:48,"everyone must miss food, friends, lover in this lockdown, but i miss my scooter rides, my solo coffee breaks in random cafes and just the freedom of stepping out whenever and wherever.",[]
57,2020-05-18 23:13:51,Feeling Grateful for my master Srisriravishankar ji Guruji for giving me opportunity to take people out from depression and negative thoughts in this ongoing pandemic of Covid-19 through Online Breath and Meditation Workshop.Conducted 5 Online Happiness Program in this lockdown😊  pic.twitter.com/6WZleOOT3K,[]
58,2020-05-18 23:13:35,"Ab bht laparwaahi ho rahi aapke state mie....
Mjhe to nhi lagta is tarah aap jeet paayenge is ladai ko
In beginning of lockdown period you manage very well .. but this time your  management is going down",[]
59,2020-05-18 23:13:32,"@dmgbnagar Ajanara deffodil in sector 137 , Noida is sealed. @DRPLUSPHARMACY1 medicine store outside the society is also not allowed to open. Close for more than 15 days. Please look into. Lockdown rule not clear.",[]
60,2020-05-18 23:12:30,"Lockdown 4.0 in #Telangana
Sab open hogaya 🤔, bas naam ka lockdown hai.,
This is as per just formality 😀😀  pic.twitter.com/BJrdgLSr63",['#telangana']
61,2020-05-18 23:12:29,🤣🤣 chalo fir lockdown,[]
62,2020-05-18 23:12:29,Lockdown should be extend after 31 May  https://twitter.com/himantabiswa/status/1262435031928016909 … – at bokakhat,[]
63,2020-05-18 23:12:08,"Lockdown 4.0: What is allowed and what is not allowed
#Lockdown4 #Lockdown4point0 @Galibe_vishal @VishalGalibe @kapilavaiDilee1 @TelanganaToday @ANI @KTRTRS @KTRoffice pic.twitter.com/tr9Ksr6WD2","['#lockdown4', '#lockdown4point0']"
64,2020-05-18 23:10:37,"Madam it is very good decision by govt of Orissa, why not think about skilled labour like tailor, garage mechanic etc, they are in very difficult conditions due to lockdown,",[]
65,2020-05-18 23:10:31,"Sir do u think this will get over in near 6 months, say if this virus prevails for longer then 6 months then still u wud  keep the state under lockdown till that period? What is you plan to bring economy on track pls detail out your plan. @AUThackeray @OfficeofUT",[]
66,2020-05-18 23:10:27,"Relief to establishment and factories covered under EPF & MP Act, 1952 from levy of penal damages for delay in deposit of dues during lockdown to prevent COVID-19.

Jais Businesses Services Pvt Ltd. 
Aurangabad (MS) 
Support 📱 9923342121 | 9823292121 

#PayrollManagement pic.twitter.com/fglyN5CZPe",['#payrollmanagement']
67,2020-05-18 23:09:59,"Telangana Lockdown 4.0 New Guidelines

#lockdownindia #Lockdown4 #TelanganaFightsCorona #Narayanpet #nrptnews #narayanpetnews pic.twitter.com/oXu1X1ObDH","['#lockdownindia', '#lockdown4', '#telanganafightscorona', '#narayanpet', '#nrptnews', '#narayanpetnews']"
68,2020-05-18 23:09:35,"""You had me at hello.""
.
.
.
.
.
.
.
.
.
.
.
.
#clover #flower #yellow #green #canon #india #instagood #instadaily #picoftheday #tuesday #lockdown #one #wildlife #naturephotography #nature @ Dhanbad  https://www.instagram.com/p/CAVoDsvnMZd/?igshid=1ckuoqukpzwjn …","['#clover', '#flower', '#yellow', '#green', '#canon', '#india', '#instagood', '#instadaily', '#picoftheday', '#tuesday', '#lockdown', '#one', '#wildlife', '#naturephotography', '#nature']"
69,2020-05-18 23:09:18,"Lockdown effects: Mt Everest visible from Kathmandu after decades as pollution level goes down, Kathmandu - Times of India Travel  https://timesofindia.indiatimes.com/travel/destinations/lockdown-effects-mt-everest-visible-from-kathmandu-after-decades-as-pollution-level-goes-down/as75802249.cms … @nepaltourismb",[]
70,2020-05-18 23:08:35,"#lockdown4guidelines
Jharkhand state guidelines for lockdown 4.0 from 18/05/2020
#JharkhandfightsCOrona pic.twitter.com/xNaMm36G2x","['#lockdown4guidelines', '#jharkhandfightscorona']"
71,2020-05-18 23:07:24,"11 @Amul_Coop Cartoons That Perfectly Captured The Essence Of Lockdown 'Butter' Than Anyone.

 https://www.scoopwhoop.com/culture/11-amul-cartoons-that-perfectly-captured-the-taste-of-india-during-this-lockdown/ …",[]
72,2020-05-18 23:05:18,During lockdown... trying & making the home like market level..... Batata_puri... @ Ravindra Raj Animation Departure RRAD  https://www.instagram.com/p/CAVnkSIDYLp/?igshid=ec13oimzshaj …,[]
73,2020-05-18 23:04:15,@myogiadityanath respected CM ji seven member of my family lockdown in Mumbai so how can they come back to their home town which is in Unnao district,[]
74,2020-05-18 23:04:03,1 lakh #Covid_19 cases in india during a nation wide lockdown .,['#covid_19']
75,2020-05-18 23:01:16,"@SanjayLashkari8 #Lockdown lazyness is removed,hearing such a nice song.  pic.twitter.com/t8OyAnUvi9",['#lockdown']
76,2020-05-18 23:01:15,"Watermelon Sugar by Harry Styles gets you in that summer funk mood that we’ve been missing out on due to this lockdown! 
Can’t wait for this quarantine to end and really start making the best of summer!🍉
#WatermelonSugarMV 

And damn, how gorgeous can he get?!❤️ pic.twitter.com/DX2eHjvDmM",['#watermelonsugarmv']
77,2020-05-18 22:59:55,And it's my humble request to my pm delhi and mumbai where cases are rapidly increasing should be controlled with strict lockdown measures and by opening all activities in delhi may result in more spikes due to high movement of people .we hope we will win under your leadership .,[]
78,2020-05-18 22:58:49,"The silver lining of corona lockdown is people are in competition for either falsely claiming to be good or actually to be good..... 
Anyhow the competition is for 'All Good'.",[]
79,2020-05-18 22:58:22,"Last normal picture on my phone before the #lockdown . Drop yours 
@NirmalyaKundu2 please drop..  https://twitter.com/mpopat/status/1262432948164235268 … pic.twitter.com/29USMHQfqa",['#lockdown']
80,2020-05-18 22:57:23,Yet another beautiful #sunset over the #arabiansea. These are some of the joys that I’ve learnt to appreciate during this #lockdown. Learn to slowdown and appreciate the nature around us. Who knows..... kal ho na…  https://www.instagram.com/p/CAVmqPRFeOW/?igshid=1jz88l7bxdouc …,"['#sunset', '#arabiansea', '#lockdown']"
81,2020-05-18 22:56:39,"#EiSamay#Kolkata,West Bengal government issue guidelines of Lockdown measures upto 31st May. Already state containment plans on the basics each polling station like para.3 CATEGORY-A,B,C. A for danger.All are prohibited except essential service,B for Buffer & C for clean zone.  pic.twitter.com/Bjc6Y1JaSc",[]
82,2020-05-18 22:53:05,"Welcome to Lockdown 4.0! The #COVID_19 #Lockdown4.0 has begun with relaxation rules varying from state to state. India's nation-wide lockdown is likely to be extended till May 31. 
Do not fear or hesitate! Help us to help you. Together we will fight Covid-19.
#IndiaFightsCOVID19 pic.twitter.com/CzGyzlknPu","['#covid_19', '#lockdown4', '#indiafightscovid19']"
83,2020-05-18 22:52:19,"When we are expecting to get the instructions on what is active in lockdown 4, also whether domestic help is active or not because Central Gvt have given green signal for the same.",[]
84,2020-05-18 22:51:53,"Even after the Lockdown is finally withdrawn, general people should( themselves) and by direction as well, not be allowed to pollute air, water, environment and must be strictly prohibited to cut tree, destroy ecology and fill up tanks/ ponds for Real Estate development, or so.",[]
85,2020-05-18 22:51:41,2) sealing borders for essential services only hinders and may not prevent spread. Using scientific principles of testing and isolation will only contain spread not sealing borders. Then how would we ever be able to exit lockdown . These random measures unlikely to contain spread,[]
86,2020-05-18 22:50:44,Last normal picture on my phone before the #lockdown. Drop yours.  https://twitter.com/gvicks/status/1262060458544181254 … pic.twitter.com/8KRNS2jWDu,['#lockdown']
87,2020-05-18 22:50:23,Sir - what about Indians stuck in other states? My mother is stuck in Mumbai since the beginning of the lockdown and my father is alone in Assam. She is a heart patient and cannot travel on train or bus for 3000 kms - please help  https://twitter.com/HardeepSPuri/status/1262431372104421377 …,[]
88,2020-05-18 22:50:08,Lockdown till 1/6/2020🤲🏻,[]
89,2020-05-18 22:49:53,COMPREHENSIVE Plan Details of WEST BENGAL Lockdown 4.0 Guidelines  pic.twitter.com/i4yIWY7jy1,[]
90,2020-05-18 22:49:43,"The Govt. @ Narendramodi should release prisoners on parole in view of the increasing spread of Corona infection.
  #SavePrisoners_GrantParole

  Considering #Bapuji age and his health, he should get parole soon.
  #GrantParoleToSecurePrisoners

  #Corona #lockdown Bhandara by","['#saveprisoners_grantparole', '#bapuji', '#grantparoletosecureprisoners', '#corona', '#lockdown']"
91,2020-05-18 22:49:39,"Here's my Lockdown family photo team.

#FamilyPhoto #Contest
@AMtouristerIN
Tagging,
@Manab_m3
@esha112
@GoswamiEsha
@Lilla_Graffeo
@Im_Monjil pic.twitter.com/Hqi25zyHI7","['#familyphoto', '#contest']"
92,2020-05-18 22:48:50,"What’s 𝗔𝗹𝗹𝗼𝘄𝗲𝗱 and 𝗪𝗛𝗔𝗧'𝗦 𝗡𝗢𝗧 – everything you need to know about the extended #Lockdown in Delhi.

Note: No activity will be allowed in CONTAINMENT ZONES.  pic.twitter.com/Rua0nmb9Ru",['#lockdown']
93,2020-05-18 22:47:26,Mr Thousif doesn’t know anything about lockdown SOP. Why because West Bengal is not implementing the SOP. So no point of arguing with that guy  https://twitter.com/republic/status/1262430854824914944 …,[]
94,2020-05-18 22:45:45,Please follow me i will followback for sure #drbabu #fun #troll #comedy #Lockdown4 #meme #mondaythoughts #gautamgambhir #lockdown4guidelines #MondayMotivation #Amphan #lockdown #AmphanCyclone #drbabu #covid19 #CoronaVirusUpdate #followback #IFB #retweet #trendingnow # pic.twitter.com/MtStkmPiSr,"['#drbabu', '#fun', '#troll', '#comedy', '#lockdown4', '#meme', '#mondaythoughts', '#gautamgambhir', '#lockdown4guidelines', '#mondaymotivation', '#amphan', '#lockdown', '#amphancyclone', '#drbabu', '#covid19', '#coronavirusupdate', '#followback', '#ifb', '#retweet', '#trendingnow']"
95,2020-05-18 22:43:59,yeah it me bt nt only lockdown everyday midnight..🤩🤷‍♂  https://twitter.com/News18TamilNadu/status/1262428162366926848 …,[]
96,2020-05-18 22:43:33,Sutta During lockdown🚬 😣😣😣  pic.twitter.com/pqLn1vwEA4,[]
97,2020-05-18 22:43:09,How in quarantine people are getting so much time ? I have to sit late night to write a blog or do something creative or watch anything of my choice or even order pantry stuff #covid19 #lockdown,"['#covid19', '#lockdown']"
98,2020-05-18 22:42:46,But people's walk on roads 😒 sometimes I feel like what happened to the nation !! Lockdown was not solution for stay healthy and safe 😒,[]
99,2020-05-18 22:40:57,Delhi plan lockdown 4.0  https://twitter.com/PTI_News/status/1262428256403197956 …,[]
100,2020-05-18 22:40:34,Please follow me i will followback for sure #drbabu #fun #troll #comedy #Lockdown4 #meme #mondaythoughts #gautamgambhir #lockdown4guidelines #MondayMotivation #Amphan #lockdown #AmphanCyclone #drbabu #covid19 #CoronaVirusUpdate #followback #IFB #retweet #trendingnow # pic.twitter.com/qnP552MrsW,"['#drbabu', '#fun', '#troll', '#comedy', '#lockdown4', '#meme', '#mondaythoughts', '#gautamgambhir', '#lockdown4guidelines', '#mondaymotivation', '#amphan', '#lockdown', '#amphancyclone', '#drbabu', '#covid19', '#coronavirusupdate', '#followback', '#ifb', '#retweet', '#trendingnow']"
101,2020-05-18 22:40:17,Meet Professor Muthukrishnan from Chennai who is one of our most vocal and appreciative supporters and well along with his wife Raji a Chai for Cancer Host . But for the pandemic and the lockdown situation they…  https://www.instagram.com/p/CAVks7NpYaz/?igshid=15p0l7ztg9xzn …,[]
102,2020-05-18 22:40:10,"1. Farooq Abdullah - detained under PSA
2. Omar Abdullah - detained under PSA
3. Mehbooba Mufti - detained under PSA
4. Yashwant Sinha - detained for protesting amid lockdown, demanding army to be deployed to help migrants

The list keeps on adding and adds to my frustration.",[]
103,2020-05-18 22:39:49,"Time and Again, Jewellery has proven the best investment ever. #investment#cash#gold#diamonds#lockdown#coronafighters#sanitisedjewellery#widerange#manojornamentspvtltd#fourthgenerationjeweller#Videoshopping#windowshopping#lifegoeson  pic.twitter.com/DQJ0ii3GZX",[]
104,2020-05-18 22:34:08,"#SouthIndianFood
#Idli
LockDown times giving the opportunity to enjoy the home made food 😊 to the best !!  pic.twitter.com/AaYetCRyAq","['#southindianfood', '#idli']"
105,2020-05-18 22:33:22,"BJP spokesperson Lalitha Kumaramangalam told Modi was already given “Hints” of lockdown earlier, in reply Mr Pawan Khera told her “Country don’t run on “Hints”, later she apologised on the show only.",[]
106,2020-05-18 22:32:57,"#Prediction 

A migrant will assacinate next Gandhi 

#CoronavirusIndia #lockdown","['#prediction', '#coronavirusindia', '#lockdown']"
107,2020-05-18 22:32:50,When we have managed full lockdown for months. I hope we will be able to manage this 7pm to 7am.,[]
108,2020-05-18 22:32:10,#IndiaFightsCoronavirus ... By lifting the lockdown!  pic.twitter.com/rE3hgUUooo,['#indiafightscoronavirus']
109,2020-05-18 22:32:04,Officials in duty line getting tested positive clearly shows that as a society we are not doing our duties! Pls follow the rules of lockdown not only for your own life but for others too!  https://twitter.com/PratimaBhoumik/status/1262427664377425921 …,[]
110,2020-05-18 22:30:56,"Indian style of Lockdown  ! 
Toko thali.  pic.twitter.com/zYXYZF2sBp",[]
111,2020-05-18 22:30:51,"Testing has to be increased, containment zones need to be fully lockdown for more periods,get the migrants back asap,follow new norms strictly in all industries to open,all public gatherings not allowed for next 2-3 months",[]
112,2020-05-18 22:30:48,"We begin last Ashra #ramzan2020 We may see end of #Lockdown Any which way lets RESOLVE: #NoEidShopping #NoShoppingHelpNeedy at all Save&Conserve Resources for ourselves &2Distribute 2the Poor, Voiceless Marginalised as this 👇  pic.twitter.com/01DyBiZbTB  https://twitter.com/Iamsabbag/status/1262427830652030977 …","['#ramzan2020', '#lockdown', '#noeidshopping', '#noshoppinghelpneedy']"
113,2020-05-18 22:30:18,"Work hard, be kind, and amazing things will happen.📸deep_rudra
.
.
.
.
.
.
.
.
#nogymnoproblem #stayhomesatysafe #stayhomestayhealty #stayhomestayfit
#lockdown #jantacurfew #quarantineworkout
#quarantinelife…  https://www.instagram.com/p/CAVjj4ZFnld/?igshid=gaiz7h35pctj …","['#nogymnoproblem', '#stayhomesatysafe', '#stayhomestayhealty', '#stayhomestayfit', '#lockdown', '#jantacurfew', '#quarantineworkout', '#quarantinelife']"
114,2020-05-18 22:30:16,The best photo in LOCKDOWN...  pic.twitter.com/7Dr5QoYxMM,[]
115,2020-05-18 22:30:13,"We will not do shopping on this Eid.

#NoShoppinHelpNeedy #noshopping #lockdown #uapa #safoorazargar #umarkhalid #drkafeelkhan #ishrat #meeran #repealUAPA  pic.twitter.com/0EPbDqnWz9  https://twitter.com/Iamsabbag/status/1262427670177910792 …","['#noshoppinhelpneedy', '#noshopping', '#lockdown', '#uapa', '#safoorazargar', '#umarkhalid', '#drkafeelkhan', '#ishrat', '#meeran', '#repealuapa']"
116,2020-05-18 22:29:56,"Just do your work, don't worry about the outcome. After all where can the result go. It will appear for sure.

Don't let Lockdown be the Slowdown #workhard #lockdown #notslowdown #lifestylecoach #wellness…  https://www.instagram.com/p/CAVjhMJHm43/?igshid=bkhkd02cnfl …","['#workhard', '#lockdown', '#notslowdown', '#lifestylecoach', '#wellness']"
117,2020-05-18 22:29:45,Indian Men coming home after buying Alcohol during the Lockdown Period.  pic.twitter.com/cttC6QBPW3,[]
118,2020-05-18 22:29:31,Time to read these precious  suggestions that the citizens were writing from before the lockdown on every possible wall but with no response unfortunately!! @ShaleenMitra https://twitter.com/drasskargil/status/1262426657220067330 …,[]
119,2020-05-18 22:29:02,Hope human can understand  thru their lockdown pain.... Shame on being called Human....,[]
